long,lat,name,opening_hours,phone,website,postcode,county,state,country
96.1611495,16.7897336,Natural History Museum,NA,NA,NA,11222,NA,á€›á€”á€ºá€€á€¯á€”á€ºá€á€­á€¯á€„á€ºá€¸á€’á€±á€žá€€á€¼á€®á€¸,Myanmar (Burma)
-3.20305565,37.4127556,Centro Paleontológico Fonelas P-1,NA,NA,NA,18515,Comarca de Guadix,AndalucÃ­a,Spain
-73.97423625,40.78110057,American Museum of Natural History,Mo-Su 10:00-17:30,+1 212-769-5100,https://www.amnh.org/,10024,New York County,New York,United States
76.95666906,8.510157268,Natural History Museum,Tu,NA,NA,695001,Thiruvananthapuram,Kerala,India
2.28788271,41.6018011,"museo de ciencias naturales - ""LaTela""",Tu-Sa 16:00-19:00; Su 11:00-14:00,+34 938709651,http://www.museugranollersciencies.org,08402,VallÃ¨s Oriental,Catalunya,Spain
2.288055017,41.60186075,Museu de Ciències Naturals de Granollers,NA,NA,NA,08402,VallÃ¨s Oriental,Catalunya,Spain
-82.37037578,29.63593739,Florida Museum of Natural History,Mo-Sa 10:00-17:00,University of Florida,NA,32611,Alachua County,Florida,United States
-72.99677285,41.9255348,Peoples State Forest Nature Museum,May Mo[-1]-Oct Mo[2] Sa-Su 10:30-16:30,NA,https://psfnaturemuseum.org,06065,Northwest Hills Planning Region,NA,United States
-77.03711694,-12.07744614,Museo de Historia Natural (UNMSM),Mo-Sa 09:00-17:00; Su 10:00-14:00,+51 1 4710117;+51 1 2656819,NA,15494,NA,Lima,Peru
-109.5198944,40.45534259,Utah Field House of Natural History State Park Museum,NA,NA,https://stateparks.utah.gov/park/utah-field-house-of-natural-history-state-park-museum,84078,Uintah County,Utah,United States
12.90971877,42.09468176,Museo Preistorico Naturalistico Federico Cesi,NA,NA,NA,NA,Roma Capitale,Lazio,Italy
-101.1789884,19.6977412,"Museo de Historia Natural ""Manuel Martínez Solórzano""",Mo-Fr 09:00-16:00; Sa,NA,NA,58020,Morelia,MichoacÃ¡n,Mexico
-64.73492891,-21.53486071,Museo Paleontológico,NA,NA,NA,NA,Provincia Cercado,Tarija,Bolivia
-87.16671775,14.0864837,Museo de Historia Natural,NA,NA,NA,11100,Distrito Central,Francisco MorazÃ¡n,Honduras
-90.52992285,14.59698015,"Museo Nacional de Historia Natural ""Jorge Ibarra""",NA,NA,https://mcd.gob.gt/museo-nacional-de-historia-natural/,01013,NA,Departamento de Guatemala,Guatemala
-118.2886906,34.01707995,Natural History Museum of Los Angeles County,Mo-Su 09:30-17:00,-4441,https://nhm.org/,90007,Los Angeles County,California,United States
-89.57676309,14.9991622,Museo de Paleontología y Arqueología Roberto Woolfolk Saravia,NA,NA,NA,19001,Estanzuela,Zacapa,Guatemala
-46.55313332,-23.4433254,Museu de Ciências Naturais,NA,NA,NA,07081-120,RegiÃ£o Metropolitana de SÃ£o Paulo,SÃ£o Paulo,Brazil
-96.32093694,30.66657869,Bravos Valley Museum of Natural History,Tu-Sa 10:00-17:00,NA,https://www.brazosvalleymuseum.org/,77802,Brazos County,Texas,United States
15.30100215,37.85016194,Museo naturalistico Villa Caronia,NA,NA,NA,98039,Messina,Sicilia,Italy
112.5257141,37.86675681,Geological museum,NA,NA,NA,030024,NA,å±±è¥¿çœ,China
121.4577001,31.23686549,Shanghai Natural History Museum,Tu-Su 09:00-17:15,NA,http://www.snhm.org.cn:7070/eg/index.htm,200070,NA,ä¸Šæµ·å¸‚,China
-99.29979112,38.88949018,Sternberg Museum of Natural History,Tu-Sa 09:00-18:00; Su 13:00-18:00,NA,NA,67601,Ellis County,Kansas,United States
-5.49292835,36.186298,Museo de Historia Natural,NA,NA,NA,11370,Campo de Gibraltar,AndalucÃ­a,Spain
-73.0302717,-36.81539239,Museo de Historia Natural de Concepción,NA,+56 412 310 932,https://www.mhnconcepcion.gob.cl,4050044,Provincia de ConcepciÃ³n,RegiÃ³n del BiobÃ­o,Chile
118.7901099,32.06166998,Nanjing Paleontological Museum,NA,NA,NA,210008,NA,æ±Ÿè‹çœ,China
-49.3937526,-26.223387,Museu Natural Entomológico Ornith Bollmann,NA,NA,http://museunaturalsbs.blogspot.com.br/,89287-705,NA,Santa Catarina,Brazil
-71.62131027,-33.04666082,Museo de Historia Natural,NA,NA,NA,2380035,Provincia de ValparaÃ­so,RegiÃ³n de ValparaÃ­so,Chile
-1.070198067,50.78212741,Cumberland House Natural History Museum,NA,NA,https://portsmouthnaturalhistory.co.uk/,PO4 0DD,NA,England,United Kingdom
14.60440314,36.94537249,Museo Civico di Storia Naturale,Tu-Sa 09:00-17:00, PH 09:00-13:00; Mo off,museum,97013,Ragusa,Sicilia,Italy
12.6385525,42.0353927,Museo delle Scienze Naturali,NA,NA,NA,00013,Roma Capitale,Lazio,Italy
-112.6276908,49.73409698,Natural History Building,NA,NA,NA,T1M 1N3,Town of Coaldale,Alberta,Canada
-93.10586843,16.75929872,Museo de Paleontología,NA,NA,NA,29010,Tuxtla GutiÃ©rrez,Chiapas,Mexico
-73.23958313,6.678417297,Museo Paleontológico y Arqueológico,Mo-Fr 09:00-18:00,NA,NA,684041,NA,Santander,Colombia
9.00217795,40.10266245,Museo naturalistico,NA,NA,NA,09080,Aristanis/Oristano,Sardigna/Sardegna,Italy
12.1097396,42.63657308,Museo Naturalistico,NA,NA,http://www.museolubriano.com,01020,Viterbo,Lazio,Italy
-85.9591576,15.91257635,Museo y Piscinas Naturales Riveras del Pedregal,NA,NA,NA,32101,NA,ColÃ³n,Honduras
-72.29871553,40.94778441,South Fork Natural History Museum and Nature Center,NA,-10902,https://sofo.org/,11932,Suffolk County,New York,United States
103.8586318,36.0693289,Gansu Geological Museum,NA,NA,NA,730046,NA,ç”˜è‚ƒçœ,China
-86.98343074,34.60508129,Cook Museum of Natural Science,NA,NA,NA,35601,Morgan County,Alabama,United States
98.97064445,18.79612855,Museum of World Insects and Natural Wonders,NA,NA,https://www.thailandinsect.com/,50200,NA,NA,Thailand
-111.9080435,40.43231291,Museum of Natural Curiosity,NA,NA,https://www.thanksgivingpoint.org/experience/museum-of-natural-curiosity/,84043,Utah County,Utah,United States
11.11624162,42.76043702,Museo di storia naturale della Maremma,NA,NA,NA,58100,Grosseto,Toscana,Italy
15.3783637,40.4383273,Museo Naturalistico degli Alburni,NA,NA,NA,NA,Salerno,Campania,Italy
-99.15778578,19.45024503,Museo de Geología,Tu-Su 10:00-17:00,NA,https://www.geologia.unam.mx/igl/museo,06400,NA,NA,Mexico
121.5565455,38.86951195,Dalian Museum of Natural History,NA,NA,NA,116000,NA,è¾½å®çœ,China
12.890173,43.02849815,Museo Naturalistico del Parco di Colfiorito,NA,NA,NA,06034,Perugia,Umbria,Italy
-71.60082659,-33.62273324,Museo de Historia Natural e Histórico de San Antonio,NA,NA,NA,2720000,Provincia de San Antonio,RegiÃ³n de ValparaÃ­so,Chile
12.51987265,42.23437923,Museo Naturalistico del Monte Soratte,NA,NA,http://www.museiresina.it/musei/museo-naturalistico-del-monte-soratte/,00060,Roma Capitale,Lazio,Italy
-82.30864114,34.83776452,Harrison Hall of Natural Science,NA,NA,https://www.ropermountain.org/pages.asp?titleid=harrisonhall,29616,Greenville County,South Carolina,United States
115.9740696,40.45473432,Yanqing Geological Museum,NA,NA,NA,102100,NA,åŒ—äº¬å¸‚,China
-41.38842322,-20.78980833,Museu de História Natural do Sul do Espírito Santo,Mo-Sa 08:00-18:00,5.52836E+11,http://www.muses.ufes.br/,29550-000,NA,EspÃ­rito Santo,Brazil
-138.9975491,61.35414705,Kluane Museum of Natural History,NA,NA,https://kluanemuseum.ca/,Y1A 3V4,NA,Yukon,Canada
33.62695415,34.9164498,Museum of Natural History,NA,NA,NA,6010,Î”Î®Î¼Î¿Ï‚ Î›Î¬ÏÎ½Î±ÎºÎ±Ï‚,ÎšÏÏ€ÏÎ¿Ï‚,Cyprus
141.914703,43.5522581,Takikawa Natural History Museum,NA,NA,NA,073-0033,NA,NA,Japan
-105.1941098,39.64892255,Morrison Natural History Museum,Mo-Su 10:00-16:00,NA,http://www.mnhm.org/246/Morrison-Natural-History-Museum,80465,Jefferson County,Colorado,United States
-4.652666319,40.48076571,Museo de la Naturaleza Valle del Alberche,Tu-Su 10:00-14:00,34920281285,http://www.museobarraco.wordpress.com,05110,NA,Castilla y LeÃ³n,Spain
-62.08081149,-38.88369999,Museo Municipal de Ciencias Naturales Carlos Darwin,NA,NA,NA,8109,Cuartel VI,Buenos Aires,Argentina
-51.15283092,-29.16349767,Museu de Ciências Naturais - UCS,NA,NA,NA,95070-410,NA,Rio Grande do Sul,Brazil
-92.9334619,18.00185132,Museo de Historia Natural,NA,NA,NA,86040,Centro,Tabasco,Mexico
-49.99193922,-25.24890001,Museu de Geologia,NA,NA,NA,NA,NA,ParanÃ¡,Brazil
-99.03681006,19.54691379,Museo de historia natural,NA,NA,NA,55127,NA,NA,Mexico
-91.81226175,33.58749115,Turner Neal Museum of Natural History & Pomeroy Planetarium,NA,NA,NA,71655,Drew County,Arkansas,United States
-76.60095121,2.442966535,Museo de historia natural,NA,NA,NA,190003,NA,Cauca,Colombia
-39.73623081,-7.18614845,Museu de Paleontologia de Santana do Cariri,NA,NA,NA,NA,NA,CearÃ¡,Brazil
-99.66083154,19.28319135,Museo de Ciencias Naturales,Tu-Su 10:00-17:00,(722) 212 01 24,NA,50120,Toluca,NA,Mexico
-100.3144469,25.71229885,Museo de Fauna y Ciencias Naturales,NA,NA,NA,64500,NA,Nuevo LeÃ³n,Mexico
-105.469185,28.19571995,Museo de paleontología,NA,NA,NA,33080,Delicias,Chihuahua,Mexico
-109.9146944,22.88291501,Museo de Historia Natural de Cabo San Lucas,10:00-19:00,+52 624 105 0661,https://www.loscabosguide.com/museum-cabo-san-lucas/,23450,Municipio de Los Cabos,Baja California Sur,Mexico
-102.2862642,21.8527886,Museo de Historia Natural,NA,NA,NA,20277,Municipio de Aguascalientes,Aguascalientes,Mexico
-79.94467821,40.46537241,Center for PostNatural History,NA,NA,NA,15224,Allegheny County,Pennsylvania,United States
-6.453540065,38.86971462,Aula de la Naturaleza de Arroyo de San Serván,NA,NA,NA,06870,NA,Extremadura,Spain
4.528456465,7.516557282,Museum of Natural History,Mo-Sa 08:00-16:00,NA,NA,220282,Ife Central,Osun,Nigeria
-106.7796338,32.31260656,Museum of Nature & Science,NA,NA,NA,88005,DoÃ±a Ana County,New Mexico,United States
-96.80641085,32.78692804,Perot Museum of Nature and Science,Mo-Sa 10:00-17:00; Su 12:00-17:00,NA,https://www.perotmuseum.org/,75201,Dallas County,Texas,United States
0.109078564,49.4877689,Muséum d'Histoire Naturelle,NA,+33 2 35 41 37 28,https://www.museum-lehavre.fr/,76600,Seine-Maritime,Normandie,France
-58.01352271,-31.40101205,Museo de Antropología y Ciencias Naturales de Concordia,NA,5.43454E+11,NA,E3200BDF,Distrito Suburbios,Entre RÃ­os,Argentina
-91.29140876,46.20814386,Cable Natural History Museum,NA,+1 715 798 3890,https://www.cablemuseum.org/,54821,Bayfield County,Wisconsin,United States
-58.84886699,-27.46555325,"Museo de Ciencias Naturales ""Amado Bonpland""",NA,NA,NA,3400,NA,Corrientes,Argentina
-84.11075885,9.932535182,Museo de Ciencias Naturales La Salle,NA,NA,NA,10108,CantÃ³n de San JosÃ©,NA,Costa Rica
-96.61524655,33.15836032,Heard Natural Science Museum,NA,NA,NA,75609,Collin County,Texas,United States
-59.50755975,-37.40366205,Archivo y Museo Histórico y de Ciencias Naturales Dr. Aurelio de Lusarreta,NA,NA,https://www.flickr.com/photos/buenosairesmiprovincia/29444523592,7003,NA,Buenos Aires,Argentina
-124.0844856,40.87151992,Natural History Museum,NA,+1 (707) 826-4479,http://www2.humboldt.edu/natmus/,95521,Humboldt County,California,United States
-1.932310992,52.44930669,Lapworth Museum of Geology,Mo-Fr 10:00-17:00; Sa,NA,NA,B15 2GR,NA,England,United Kingdom
-51.47062043,-25.3519025,Museu de Ciências Naturais de Guarapuava,NA,NA,NA,85055-040,NA,ParanÃ¡,Brazil
94.6606761,40.1274921,Dunhuang Natural Museum,NA,NA,NA,736200,NA,ç”˜è‚ƒçœ,China
-79.53760335,8.967153536,Museo de Ciencias Naturales,NA,NA,NA,0823,Distrito de PanamÃ¡,Provincia de PanamÃ¡,Panama
113.8033377,36.09261885,Linzhou Geological Museum,NA,NA,NA,NA,NA,æ²³å—çœ,China
-75.62478254,35.23451601,Frisco Native American Museum & Natural History Center,NA,(252) 995-4440,https://nativeamericanmuseum.org,27936,Dare County,North Carolina,United States
125.4260396,43.82693611,Museum of natural history,NA,NA,NA,130000,NA,å‰æž—çœ,China
-0.723992432,38.08852468,Museo Arqueológico Paleontológico,Mo-Fr 09:00-14:00,NA,NA,03078,el Baix Segura / La Vega Baja del Segura,Comunitat Valenciana,Spain
-106.47438,36.33029667,Ruth Hall Museum of Paleontology,NA,NA,https://www.ghostranch.org/activities/the-ruth-hall-museum-of-paleontology/,NA,Rio Arriba County,New Mexico,United States
-99.26111608,33.5904386,The Whiteside Museum of Natural History,NA,NA,NA,76380,Baylor County,Texas,United States
-46.82136349,-22.44023848,Museu de História Natural,NA,NA,NA,13974-340,NA,SÃ£o Paulo,Brazil
-70.71282301,-30.03476837,Museo Entomológico y de Historia Natural,NA,NA,NA,1760000,Provincia de Elqui,RegiÃ³n de Coquimbo,Chile
93.96741241,26.5150779,Natural History Museum (Robin's Museum),NA,NA,NA,785621,Golaghat,Assam,India
-77.79308585,17.9004545,Natural History Museum,NA,NA,NA,NA,Saint Elizabeth,NA,Jamaica
6.891755816,45.069945,Sede del parco naturale del Gran Bosco di Salbertrand,NA,NA,NA,10050,Torino,Piemonte,Italy
-79.86344221,36.68653724,Virginia Museum of Natural History,Mo-Sa 09:00-17:00,+1 276 634 4141,https://www.vmnh.net,24112,NA,Virginia,United States
9.196909662,45.47421543,Museo Civico di Storia Naturale - Biolab,NA,+39 06 39967998,NA,20100,Milano,Lombardia,Italy
105.1364901,28.17677595,Xingwen World Geological Park Museum,NA,NA,NA,NA,å…´æ–‡åŽ¿,å››å·çœ,China
120.2474432,31.11839279,Xishan  Geological Museum,NA,NA,NA,NA,NA,æ±Ÿè‹çœ,China
-61.74745874,-36.60356665,Museo de Historia y Ciencias Naturales de Daireaux,NA,NA,NA,6555,NA,Buenos Aires,Argentina
-62.50202178,-36.75968339,Museo del Inmigrante y Ciencias Naturales,NA,NA,NA,6417,NA,Buenos Aires,Argentina
-103.4664698,42.66655102,Trailside Museum of Natural History,NA,NA,NA,69339,Dawes County,Nebraska,United States
-67.57678986,-39.03149575,Museo Patagónico de Ciencias Naturales,NA,NA,NA,R8332,NA,RÃ­o Negro,Argentina
-112.3930672,34.52417389,Highlands Center for Natural History,NA,NA,https://highlandscenter.org/,86303,Yavapai County,Arizona,United States
-64.2927279,-36.61862425,Museo de Historia Natural de La Pampa,NA,NA,NA,L6300,NA,La Pampa,Argentina
-114.005993,46.87061875,Montana Natural History Center / Five Valleys Land Trust,NA,NA,https://www.montananaturalist.org,59801,Missoula County,Montana,United States
14.19114987,42.04659685,Museo Naturalistico e Archeologico,NA,NA,NA,66018,Chieti,Abruzzo,Italy
-65.70324415,-39.42403835,"Museo Paleontológico Municipal ""Héctor Cabaza""",NA,NA,NA,R8363,NA,RÃ­o Negro,Argentina
-45.53688439,-23.01655539,Museu de História Natural,NA,NA,NA,12070-350,RegiÃ£o Metropolitana do Vale do ParaÃ­ba e Litoral Norte,SÃ£o Paulo,Brazil
-4.537403118,43.07645593,Casa de la naturaleza de Pesaguero,NA,NA,NA,39572,NA,Cantabria,Spain
-68.53778497,-31.52946807,Museo de Ciencias Naturales,NA,NA,NA,J5400ARL,NA,San Juan,Argentina
16.45462575,39.74928915,Museo del Mare della Riserva naturale Foce del fiume Crati,NA,+39 0981 952185,https://www.riservetarsiacrati.it/,87011,Cosenza,NA,Italy
106.4037456,29.82133796,Chongqing Natural History Museum,NA,+86 23 6352 1630,NA,400715,NA,é‡åº†å¸‚,China
-65.03978008,-42.76217895,Museo Provincial de Ciencias Naturales y Oceanográfico,NA,NA,NA,U9120,NA,Chubut,Argentina
-80.76327249,28.38695366,Brevard Museum of History and Natural Science,NA,NA,https://www.brevard-museum.com/,32926,Brevard County,Florida,United States
-50.22801234,-23.04894089,Museu De história natural,Mo-Sa 08:00-20:00,NA,NA,86380-000,NA,ParanÃ¡,Brazil
-71.41666821,-32.72996495,Museo de Historia Natural de Puchuncaví,Tu-Fr 10:00-17:00,56322791369,NA,NA,Provincia de ValparaÃ­so,RegiÃ³n de ValparaÃ­so,Chile
170.5044489,-45.86560744,Dunedin Museum of Natural Mystery,NA,NA,NA,9010,Dunedin City,Otago,New Zealand
-2.420611363,36.88660043,Museo Paleontológico de La Ballena,NA,NA,http://museodelaballena.ayuntamientoviator.com/,04240,NA,AndalucÃ­a,Spain
119.3156476,41.5953663,Ningcheng National Geology Museum,NA,NA,NA,NA,NA,å†…è’™å¤è‡ªæ²»åŒº á ¦á ªá ¦á · á ®á £á ©á ­á ¤á ¯ á ¤á ¨ á ¥á ªá ¡á ·á ²á ¡á ­á ¡á ¨ á µá  á °á  á ¬á £ á £á ·á £á ¨,China
-92.71431847,33.3369827,Arkansas Museum of Natural Resources,We-Sa 08:00-17:00; Su 13:00-17:00; Jan 01 off; Nov Th[4] off; Dec 24-25 off,NA,https://www.arkansasstateparks.com/parks/arkansas-museum-natural-resources,71762,Union County,Arkansas,United States
98.44294568,24.94955649,Tenchong Museum of Geothermy and Geology,NA,NA,NA,NA,è…¾å†²å¸‚,äº‘å—çœ,China
12.63504101,45.5061871,Museo di storia naturale,NA,+39 041 862 7167,https://jmuseo.it/,30016,Venezia,Veneto,Italy
103.3232457,24.82776255,The Stone Forest Karst Geological Research Museum,NA,NA,NA,652200,çŸ³æž—å½æ—è‡ªæ²»åŽ¿,äº‘å—çœ,China
9.431496355,54.78590625,Naturwissenschaftliches Museum Flensburg,NA,NA,https://www.naturwissenschaftliches-museum.de/,24937,NA,Schleswig-Holstein,Germany
-85.951098,40.1259724,Taylor Center of Natural History,NA,NA,NA,46060,Hamilton County,Indiana,United States
94.38100441,29.65555972,Nyingchi Natural History Museum,NA,NA,NA,860000,NA,è¥¿è—è‡ªæ²»åŒº à½–à½¼à½‘à¼‹à½¢à½„à¼‹à½¦à¾à¾±à½¼à½„à¼‹à½£à¾—à½¼à½„à½¦à¼,China
-68.42811319,-39.008405,Museo de Ciencias Naturales,NA,NA,NA,Q8316,NA,NeuquÃ©n,Argentina
107.6427421,24.07151685,Qibainong National Geological Park Museum,NA,NA,NA,NA,å¤§åŒ–ç‘¶æ—è‡ªæ²»åŽ¿,å¹¿è¥¿å£®æ—è‡ªæ²»åŒº,China
-98.98720757,19.73808884,Museo Paleontológico de Santa Lucía Quinamétzin,NA,NA,NA,55755,Zumpango,NA,Mexico
116.6574308,43.40230865,Dalai Nur Nature Museum,NA,NA,NA,NA,NA,å†…è’™å¤è‡ªæ²»åŒº á ¦á ªá ¦á · á ®á £á ©á ­á ¤á ¯ á ¤á ¨ á ¥á ªá ¡á ·á ²á ¡á ­á ¡á ¨ á µá  á °á  á ¬á £ á £á ·á £á ¨,China
-70.11585729,41.75346761,Cape Cod Museum of Natural History,"We-Su 10:00-15:00 open winter hours; Dec 31-Feb 16 closed || see online calendar""",NA,NA,02631,Barnstable County,Massachusetts,United States
117.6774801,27.74573145,Wuyishan Nature Museum,NA,NA,NA,NA,NA,ç¦å»ºçœ,China
-70.6575742,-33.4622601,Museo Paleontológico de Chile,NA,NA,https://museo-paleontologico-chile.es.tl/#google_vignette,8370403,Provincia de Santiago,RegiÃ³n Metropolitana de Santiago,Chile
-68.22247729,44.39474575,George B. Dorr Museum of Natural History,NA,NA,NA,04609,Hancock County,Maine,United States
-72.61063448,43.17030376,The Nature Museum,NA,NA,NA,05146,Windham County,Vermont,United States
-114.4121101,43.0704937,Richard Arthur Olsen Museum of Natural History,NA,NA,NA,NA,Lincoln County,Idaho,United States
-114.4124304,43.07079001,Shoshone Bird Museum of Natural History,May-Oct Mo-Su 10:00-18:00,NA,NA,NA,Lincoln County,Idaho,United States
-78.70269117,34.32584275,North Carolina Museum of Natural Sciences at Whiteville,NA,NA,NA,28472,Columbus County,North Carolina,United States
76.67437252,12.3057484,Regional Museum of Natural History Mysore,NA,NA,NA,570001,Mysuru taluk,Karnataka,India
-70.36610391,-38.53460505,Museo Paleontológico de Las Lajas,NA,NA,NA,Q8347,NA,NeuquÃ©n,Argentina
-70.36925391,-38.52672015,"Museo Regional y Paleontológico ""Emilia Ondetti de Fix""",NA,NA,NA,Q8347,NA,NeuquÃ©n,Argentina
-113.5609268,28.94805594,Museo de naturaleza y cultura,NA,NA,NA,22980,Municipio de San QuintÃ­n,Baja California,Mexico
77.50128261,10.23075293,Shembaganur Museum of Natural History,NA,NA,https://www.tamilnadutourism.tn.gov.in/destinations/shembaganur-museum-of-natural-history,624100,Kodaikanal,Tamil Nadu,India
-0.464143236,39.26679576,Museu Valencia  d’Historia Natural,NA,NA,http://www.mvhn.es/,46230,NA,Comunitat Valenciana,Spain
-49.17478513,-20.95179821,"Museu de Paleontologia ""Pedro Candolo""",NA,NA,NA,15890-000,RegiÃ£o Metropolitana de SÃ£o JosÃ© do Rio Preto,SÃ£o Paulo,Brazil
-121.9171372,36.62181615,Pacific Grove Natural History Museum,NA,NA,NA,93950,Monterey County,California,United States
11.08475636,49.4518446,Naturhistorisches Museum,Tu-Th 10:00-17:00; Fr 10:00-21:00; Sa 13:00-17:00; Su 10:00-17:00; Mo closed,+49 (0) 911 22 79 70,https://www.naturhistorischesmuseumnuernberg.de/,90402,NA,Bayern,Germany
-101.3460971,25.5057249,Museo de Paleontología Rincón Colorado,NA,NA,NA,25970,General Cepeda,Coahuila,Mexico
-95.4066453,29.04612347,Brazosport Museum of Nature Science,NA,NA,NA,77531,Brazoria County,Texas,United States
16.03850805,39.95370175,Museo Naturalistico e Paleontologico di Rotonda,NA,NA,NA,NA,Potenza,Basilicata,Italy
10.5227771,43.72215873,Museo di storia naturale dell'UniversitÀ  di Pisa,Oct-May Mo-Sa 09:00-19:00; Oct-May Su 09:00-20:00; Jun-Sep 10:00-20:00,+39 050 2212970,https://www.msn.unipi.it/it/,56011,Pisa,Toscana,Italy
5.0289424,47.32185233,Muséum d'Histoire Naturelle,Mo,14:00-18:00,NA,21000,CÃ´te-d'Or,Bourgogne-Franche-ComtÃ©,France
-0.6612378,51.79080833,Natural History Museum at Tring,NA,NA,https://www.nhm.ac.uk/tring,HP23 6AP,Hertfordshire,England,United Kingdom
73.0761117,33.68652823,Pakistan Museum of Natural History,NA,NA,NA,04404,NA,ÙˆÙØ§Ù‚ÛŒ Ø¯Ø§Ø±Ø§Ù„Ø­Ú©ÙˆÙ…Øª Ø§Ø³Ù„Ø§Ù… Ø¢Ø¨Ø§Ø¯,Pakistan
14.4038738,35.88481663,National Museum of Natural History,Mo-Su 09:00-17:00; Closed: 24, 1 January,NA,RBT 1190,NA,Tramuntana,Malta
14.2390435,36.04659933,Gozo Nature Museum,Mo-Su 09:00-17:00,+356 21 556 153,https://www.heritagemalta.org/museums/naturalscience/naturalscienceinfo.html,VCT 1440,NA,GÄ§awdex,Malta
-73.5586209,5.637055826,Museo El Fósil,NA,NA,NA,154001,Villa de Leyva,BoyacÃ¡,Colombia
-76.4925865,44.22738173,Miller Museum of Geology,Mo-Fr 09:00-16:30,+1 613-533-6767,https://www.queensu.ca/millermuseumofgeology/,K7L 3X4,Kingston,Ontario,Canada
-115.133822,36.17992493,Las Vegas Natural History Museum,Mo-Su 09:00-16:00; easter 11:00-16:00; Jan 01 12:00-16:00; Dec 24 10:00-15:00; Nov Th[4] off; Dec 25 off,NA,https://www.lvnhm.org/,89101,Clark County,Nevada,United States
-103.6595507,41.83011633,Wyo-Braska Natural History Museum,NA,NA,NA,69341,Scotts Bluff County,Nebraska,United States
-71.5900813,43.73366763,Squam Lakes Natural Science Center,NA,NA,https://www.nhnature.org/,03245,Grafton County,New Hampshire,United States
-71.6886773,43.22091463,Little Nature Museum,NA,NA,https://nemanet.org/museums/little-nature-museum/,03229,Merrimack County,New Hampshire,United States
-90.8259556,37.51810363,Taum Sauk Nature Museum,NA,NA,NA,NA,Reynolds County,Missouri,United States
-91.5356188,41.66200193,Museum of Natural History,NA,NA,https://mnh.uiowa.edu/,52242,Johnson County,Iowa,United States
-95.5938913,42.31804393,Battle Hill Museum of Natural History,NA,NA,NA,51006,Ida County,Iowa,United States
-90.1565185,32.32414733,Mississippi Museum of Natural Science,NA,NA,https://www.mdwfp.com,39202,Hinds County,Mississippi,United States
-66.1603426,18.40963813,Museo de Ciencias Naturales,NA,NA,NA,00961,NA,Puerto Rico,United States
-66.1602123,18.40996343,Museo de Geología,NA,NA,NA,00961,NA,Puerto Rico,United States
-70.1039375,41.28029083,Maria Mitchell Natural Science Museum,NA,NA,https://www.mariamitchell.org/natural-science-museum,02554,NA,Massachusetts,United States
-71.115646,42.37846573,Harvard Museum of Natural History,Mo-Su 09:00-17:00,NA,https://hmnh.harvard.edu/,02318,Middlesex County,Massachusetts,United States
-79.7895073,34.19209973,Harllee Natural History Museum,NA,NA,NA,29501,Florence County,South Carolina,United States
-80.143015,26.04323403,Graves Museum of Archaeology and Natural History,NA,NA,NA,33004,Broward County,Florida,United States
-84.0002,34.14300003,Lanier Museum of Natural History,NA,NA,NA,30158,Gwinnett County,Georgia,United States
-85.8202463,33.69658183,Anniston Museum of Natural History,Tu-Sa 10:00-17:00; Su 13:00-17:00; May Mo[-1]-Sep Mo[1] 10:00-17:00,NA,https://www.exploreamag.org/,36205,Calhoun County,Alabama,United States
-76.9871686,40.15776513,The Oakes Museum of Natural History,"Sa 13:00-17:00||on appointment""",+1 717 766 2511,https://www.messiah.edu/Oakes/?vn7493,17027,Cumberland County,Pennsylvania,United States
-96.7625002,32.77707363,Dallas Museum of Natural History,NA,NA,NA,75226,Dallas County,Texas,United States
-95.1872,29.78510003,Proctor Museum of Natural Science,NA,NA,https://www.proctormuseum.us/,77015,Harris County,Texas,United States
-120.844345,35.34691883,Morro Bay Museum of Natural History,NA,+1 (805) 772-2694,https://www.ccnha.org/morrobay/,93442,San Luis Obispo County,California,United States
-119.7143913,34.44101843,Santa Barbara Museum of Natural History,Mo-Su 10:00-17:00; Jan 01 off; Nov Th[4] off; Dec 25 off,NA,NA,93105,Santa Barbara County,California,United States
11.9709676,51.47804903,Kunst- und Naturalienkammer,NA,NA,https://www.francke-halle.de/de/ausstellung/kunst-und-naturalienkammer/,06110,NA,Sachsen-Anhalt,Germany
4.4728894,52.16488803,Naturalis Biodiversity Centre,NA,+31 71 568 7600,https://www.naturalis.nl,2333 CR,NA,Zuid-Holland,Netherlands
9.659708,45.70574383,"Museo Civico di Scienze Naturali ""E. Caffi""",Apr-Sep Tu-Fr 09:00-13:00,Su,NA,24129,Bergamo,Lombardia,Italy
-84.5371593,39.11047973,Museum of Natural History and Science,NA,NA,NA,45203,Hamilton County,Ohio,United States
55.4530468,-4.622956674,Musée d'histoire naturelle,Mo-Th 8:30-16:30; Fr 8:30-12:00; Sa 9:00-13:00; PH closed,+248 4321333,NA,NA,Bel Air,NA,Seychelles
11.3307712,43.31419153,Museo di Storia Naturale Accademia dei Fisiocritici,NA,NA,https://www.fisiocritici.it/it/,53100,Siena,Toscana,Italy
0.1219693,52.20306903,Sedgwick Museum of Earth Sciences,Mo-Fr 10:00-17:00; Sa 10:00-16:00,NA,http://www.sedgwickmuseum.org/,CB2 3EQ,Cambridgeshire,England,United Kingdom
-0.1530173,50.83709753,Booth Museum of Natural History,NA,NA,https://brightonmuseums.org.uk/booth-museum-of-natural-history/,BN1 5AA,Brighton and Hove,England,United Kingdom
